,query,label
15324,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in ITC Royal Bengal at kolkata,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName I-HotelName I-HotelName O B-Location
15325,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in Padmavati at kolkata,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15326,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at arunachal pradesh,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15327,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at andra pradesh,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15328,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Afghanistan,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15329,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Akrotiri,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15330,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Albania,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15331,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Algeria,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15332,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at American,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15333,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Samoa,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15334,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Andorra,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15335,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Angola,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15336,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Anguilla,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15337,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Antarctica,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15338,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Antigua and Barbuda,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location
15339,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Argentina,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15340,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Armenia,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15341,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Aruba,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15342,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Ashmore and Cartier Islands,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location I-Location
15343,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Australia,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15344,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Austria,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15345,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Azerbaijan,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15346,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at bangalore,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15347,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bahamas,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15348,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at The Bahrain,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15349,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bangladesh,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15350,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Barbados,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15351,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bassas da India,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location
15352,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Belarus,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15353,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Belgium,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15354,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Belize,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15355,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Benin,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15356,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bermuda,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15357,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bhutan,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15358,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bolivia,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15359,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bosnia and Herzegovina,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location
15360,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Botswana,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15361,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bouvet Island,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15362,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Brazil,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15363,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at British Indian Ocean Territory,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location I-Location
15364,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at British Virgin Islands,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location
15365,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Brunei,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15366,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Bulgaria,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15367,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Burkina Faso,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15368,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Burma,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15369,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Burundi,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15370,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cambodia,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15371,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cameroon,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15372,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Canada,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15373,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cape Verde,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15374,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cayman Islands,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15375,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Central African Republic,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location
15376,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Chad,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15377,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Chile,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15378,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at China,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15379,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Christmas Island,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15380,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Clipperton Island,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15381,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cocos (Keeling) Islands,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location
15382,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Colombia,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15383,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Comoros,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15384,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Congo,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15385,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Democratic Republic of the Congo,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location I-Location I-Location
15386,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Republic of the Cook Islands,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location I-Location I-Location
15387,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Coral Sea Islands,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location I-Location
15388,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Costa Rica,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15389,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cote d'Ivoire,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15390,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Croatia,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15391,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cuba,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15392,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Cyprus,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15393,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Czech Republic,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15394,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at delhi,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15395,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Denmark,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15396,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Rajesthan,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15397,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Mumbai,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15398,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Kolkata,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15399,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Gujrat,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15400,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Hyderabad,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15401,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at West Bengal,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location I-Location
15402,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at Delhi,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15403,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at goa,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15404,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at jammu,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15405,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at kashmir,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15406,I want to cancel a hotel which has 5 star rate and 5 star hotel star rate room for 2 days nights in hyatt at kerela,O O O O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O O B-NoOfDay I-NoOfDay O O B-HotelName O B-Location
15407,cancel a hotel which has 5 star rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15408,cancel a hotel which has one travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15409,cancel a hotel which has two travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15410,cancel a hotel which has three travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15411,cancel a hotel which has four travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15412,cancel a hotel which has five travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15413,cancel a hotel which has 1 travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15414,cancel a hotel which has 2 travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15415,cancel a hotel which has 3 travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15416,cancel a hotel which has 4 travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15417,cancel a hotel which has 5 travel Rate rate and 5 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15418,cancel a hotel which has 5 star rate and one star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15419,cancel a hotel which has 5 star rate and two star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15420,cancel a hotel which has 5 star rate and three star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15421,cancel a hotel which has 5 star rate and four star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15422,cancel a hotel which has 5 star rate and five star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15423,cancel a hotel which has 5 star rate and 1 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15424,cancel a hotel which has 5 star rate and 2 star star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15425,cancel a hotel which has 5 star rate and 3 star hotel star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15426,cancel a hotel which has 5 star rate and 4 star star rate roo hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15427,cancel a hotel which has 5 star rate and 5 star hotel star rate roo Hyatt at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15428,cancel a hotel which has 5 star rate and 5 star hotel star rate roo Marriot at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15429,cancel a hotel which has 5 star rate and 5 star hotel star rate roo Taj at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
15430,cancel a hotel which has 5 star rate and 5 star hotel star rate roo ITC Royal Bengal at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName I-HotelName I-HotelName O B-Location
15431,cancel a hotel which has 5 star rate and 5 star hotel star rate roo Padmavati at kolkata,O O O O O B-TravelRate I-TravelRate O O B-Star_Rate I-Star_Rate I-Star_Rate O O O B-HotelName O B-Location
